gestora;titulo;subtitulo;url;alvo;classificacao;interesse;resposta_modelo;texto;descricao;justificativa_alvo
Xp Investimentos;Vivara (VIVA3) superou a turbulência? Analistas veem maturidade na gestão e dizem se é hora de comprar ou vender – Money Times;A Vivara (VIVA3) avança na estabilização de sua governança após desafios enfrentados no último ano. Saiba mais.;https://www.moneytimes.com.br/vivara-viva3-superou-a-turbulencia-analistas-veem-maturidade-na-gestao-e-dizem-se-e-hora-de-comprar-ou-vender-lmrs/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Copom: Quando o Banco Central pode começar a reduzir a taxa de juros? - Estadão;Comitê de Política Monetária começa nesta terça-feira reunião que vai discutir os rumos da taxa Selic;https://www.estadao.com.br/economia/copom-bc-reuniao-juros-selic/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Relatório da XP aposta em novas vendas da Avon | Brasil 247;Corretora vê avanço no desinvestimento após venda da Avon CARD, mas alerta para cautela com ativos deficitários;https://www.brasil247.com/brasil/relatorio-da-xp-aposta-em-novas-vendas-da-avon;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;PRIO: licença para instalar poços de Wahoo é marco crucial para tese e destrava valor;Petroleira obtém licença para interligar poços de Wahoo à plataforma;https://www.infomoney.com.br/mercados/prio-licenca-para-instalar-pocos-de-wahoo-e-marco-crucial-para-tese-e-destrava-valor/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;99 dobra investimentos em delivery de comida no Brasil para R$ 2 bilhões;A empresa havia anunciado em abril o investimento bilionário no país, que busca retomar as operações da plataforma 99Food;https://www.infomoney.com.br/business/99-dobra-investimentos-em-delivery-de-comida-no-brasil-para-r-2-bilhoes/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Menos dólar, mais Ibovespa: as apostas das gestoras bilionárias antes da Super-quarta;As estratégias das gestoras foram compiladas pela Necton Investimentos com base nas últimas cartas mensais divulgadas;https://www.infomoney.com.br/onde-investir/menos-dolar-mais-ibovespa-as-apostas-das-gestoras-bilionarias-antes-da-super-quarta/?utm_source=telegram&utm_medium=social&utm_campaign=telegram&utm_term=telegram&utm_content=materia;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Santos vê 5 interessados na SAF e tenta acelerar — o que já foi feito, e o que falta » Moon BH;O dossiê da SAF do Santos saiu do PowerPoint e ganhou tração. Pelo menos cinco empresas pediram acesso ao material preparado pela XP Investimentos e;https://moonbh.com.br/esportes/noticias-do-santos/2025/09/15/santos-ve-5-interessados-na-saf-e-tenta-acelerar-o-que-ja-foi-feito-e-o-que-falta/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Petrobras contrata Engeman para a produção de fertilizantes no Nordeste em 2025;Contrato de cinco anos prevê 800 empregos e marca retorno da estatal ao setor estratégico;https://www.infomoney.com.br/business/petrobras-contrata-engeman-para-a-producao-de-fertilizantes-no-nordeste-em-2025/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;XP reforça a excelência em servir com resultados recordes | XP | Valor Econômico;Destaque no ranking Valor 1000 e lucro líquido acima de R$ 1,2 bilhão por três trimestres sustentam a liderança da maior rede de assessores de investimentos do Brasil;https://valor.globo.com/conteudo-de-marca/xp/noticia/2025/09/16/xp-reforca-a-excelencia-em-servir-com-resultados-recordes.ghtml;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Otimismo com Bolsa brasileira cresce entre os gestores à medida que juros caem nos EUA, diz XP – Direto da Faria Lima – Estadão E-Investidor – As principais notícias do mercado financeiro;O otimismo dos gestores da Faria Lima com a Bolsa de Valores brasileira cresce à medida que os juros começam a cair nos Estados Unidos.;https://einvestidor.estadao.com.br/direto-da-faria-lima/bolsa-de-valores-brasil-otimismo-juros-selic/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Acelerador de Carreira #2 | Não se prenda a planos, diz Gustavo Werneck, da Gerdau;'Acho bobagem se imaginar daqui a cinco anos', diz o engenheiro mecânico, cuja disposição para desafios o levou à Índia e ao cargo de CEO da empresa familiar;https://oglobo.globo.com/economia/noticia/2025/09/16/acelerador-de-carreira-2-or-nao-se-prenda-a-planos-diz-gustavo-werneck-da-gerdau.ghtml;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Ibovespa fecha em alta histórica e dólar cai nesta segunda;Ibovespa fecha em alta histórica e dólar cai nesta segunda;https://bmcnews.com.br/2025/09/15/ibovespa-fecha-em-alta-historica-e-dolar-cai-nesta-segunda/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;CDBs do Banco Master: alta rentabilidade e riscos elevados;CDBs do Banco Master oferecem alta rentabilidade, mas com riscos elevados. Descubra se vale a pena investir.;https://seucreditodigital.com.br/cdbs-banco-master-taxas-altas-risco/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Condenação de Bolsonaro: incerteza trava economia e reformas;Condenação de Bolsonaro no STF pode travar andamento da isenção de Imposto de Renda e reforma tributária. Leia na Gazeta!;https://www.gazetadopovo.com.br/economia/condenacao-bolsonaro-impacto-economia-reformas/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;IBGC leva curso de formação de conselheiros a novas regiões - BPMoney;O curso aborda os dilemas e responsabilidades emergentes dos colegiados;https://bpmoney.com.br/ocasional/ibgc-leva-curso-de-formacao-de-conselheiros-a-novas-regioes/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Quanto a falta de planejamento na sucessão patrimonial pode custar a uma herança - Seu Dinheiro;Planejar a herança é essencial para evitar perdas e garantir liquidez aos herdeiros;https://www.seudinheiro.com/2025/financas-pessoais/quanto-a-falta-de-planejamento-na-sucessao-patrimonial-pode-custar-a-uma-heranca-isbl/?xpromo=XD-MI-SD-NL-AUDSD-X-X-MANHA-X-X&utm_source=SD&utm_medium=newsletter&utm_campaign=XD-MI-SD-NL-AUDSD-X-X-MANHA-X-X;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Líder Aviação marca presença na Aviation XP Sudeste 2025;Saiba tudo sobre a participação da Líder Aviação na Aviation XP Sudeste 2025, no Aeroporto da Pampulha. Leia mais e confira as novidades do setor.;https://www.otempo.com.br/blogs/paulo-navarro/2025/9/16/lider-em-festa;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;"Natura (NATU3): Otimismo por venda da Avon International cresce e ações sobem; hora de comprar? — TradingView News";As ações da Natura (NATU3) operam em alta nesta segunda-feira (15), com o otimismo sobre um desfecho para a Avon International impulsionado pelo acordo firmado para os negócios da Avon na América Central.Mais cedo, a Natura informou ao mercado acordo vinculante com a empresa de bens de consumo Grup…;https://br.tradingview.com/news/moneytimes:f4ecc15f0bc81:0/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Vivara (VIVA3) superou a turbulência? Analistas veem maturidade na gestão e dizem se é hora de comprar ou vender — TradingView News;A Vivara (VIVA3) avança na estabilização de sua governança após desafios enfrentados no último ano, avaliam analistas do Bradesco BBI e Ágora Investimentos após encontro com a presidente do conselho, Marina Kaufman, o vice-presidente, Paulo Kruglensky, e principais executivos da companhia.Segundo o…;https://br.tradingview.com/news/moneytimes:0e2f68215bc81:0/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;"Banco do Brasil (BBAS3): XP corta preço-alvo em R$ 7; entenda";A XP reduziu na semana passada as projeções para o preço-alvo das ações do Banco do Brasil (BBAS3). Clique e saiba mais!;https://www.suno.com.br/noticias/banco-do-brasil-bbas3-xp-corta-preco-alvo-go/?__cf_chl_rt_tk=LZY1tN.DgBzDM04hdG9s8XIh.6l2UTH_5tTo6SbRigQ-1758045581-1.0.1.1-WSQto_rj50wyztowfiFvWQJRn9IoIOtW_9eKBFNFMt8;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;Os bilhões que a Changi perdeu com a concessão do RIOgaleão | VEJA;Prejuízo em terra;https://veja.abril.com.br/coluna/radar-economico/os-bilhoes-que-a-changi-perdeu-com-concessao-do-riogaleao/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Blended Finance e seu Impacto nos Investimentos Sustentáveis;Descubra o que é blended finance e como essa estratégia impulsiona investimentos sustentáveis e a agenda ESG no Brasil.;https://melhorinvestimento.net/investimentos/blended-finance;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;AASP promoveu o III Congresso de Direito de Fundos de Investimento - Migalhas;O primeiro dia de evento reuniu grandes nomes do Direito e do mercado financeiro.;https://www.migalhas.com.br/quentes/440129/aasp-promoveu-o-iii-congresso-de-direito-de-fundos-de-investimento;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Vinci;Anac deve votar abertura de consulta pública sobre novo contrato do Galeão - M&E | Mercado e Eventos;Processo competitivo estreia modelo inédito no setor e deve ocorrer até março de 2026;https://www.mercadoeeventos.com.br/noticias/aviacao/anac-deve-votar-abertura-de-consulta-publica-sobre-novo-contrato-do-galeao/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Casos do Itaú e da XP expõem riscos do home office no Brasil - Monitor do Mercado;Antes considerado símbolo de modernidade, o home office passou a dar dor de cabeça para grandes empresas brasileiras.;https://monitordomercado.com.br/noticias/305787-casos-do-itau-e-da-xp-expoem-riscos-do-home-office-no-brasil/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Tarpon;CFC promove live sobre o Novo Plano de Contas da Norma Brasileira de Contabilidade Eleitoral (NBC TPE 01);» CFC promove live sobre o Novo Plano de Contas da Norma Brasileira de Contabilidade Eleitoral (NBC TPE 01) |;https://cfc.org.br/noticias/cfc-promove-live-sobre-o-novo-plano-de-contas-da-norma-brasileira-de-contabilidade-eleitoral-nbc-tpe-01/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Otimismo com Bolsa brasileira cresce entre os gestores à medida que juros caem nos EUA, diz XP - Economia em Pauta;O otimismo dos gestores da Faria Lima com a Bolsa de Valores brasileira cresce à medida que os juros caem nos Estados Unidos, mostra pesquisa da XP Investimentos enviada à imprensa nesta terça-feira (16). Conforme a corretora, 100% dos gestores entrevistados projetam um corte de 0,25 ponto porcentual na taxa…;https://economiaempauta.com.br/otimismo-com-bolsa-brasileira-cresce-entre-os-gestores-a-medida-que-juros-caem-nos-eua-diz-xp/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Bnp;Patrick Drahi vai relançar venda do negócio de banda larga em França por 10 mil milhões – ECO;Altice France, que detém uma participação de 50,01% na XpFibre, prepara nova tentativa de venda da empresa. Processo está com os bancos Lazard e BNP Paribas e deve arrancar esta semana.;https://eco.sapo.pt/2025/09/16/patrick-drahi-vai-relancar-venda-do-negocio-de-banda-larga-em-franca-por-10-mil-milhoes/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Bnp;BNP Paribas prevê cortes sucessivos de juros nos EUA e travão na Zona Euro;O relatório “Global Outlook Q4 2025: Resilience in Uncertainty” mostra uma economia resiliente, com a atual desaceleração da atividade a ser encarada como temporária e não como uma tendência duradoura;https://sapo.pt/artigo/bnp-paribas-preve-cortes-sucessivos-de-juros-nos-eua-e-travao-na-zona-euro-68c93d2eacfb663f8d0279ad;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Bnp;BNP Paribas: Próxima mexida do BCE deve ser uma subida de juros em 2026 - Taxas de juro - Jornal de Negócios;Os especialistas do banco francês consideram que o ciclo de cortes do Banco Central Europeu chegou ao fim, mas os riscos dos estímulos orçamentais alemães podem reaquecer não só a economia, mas também a inflação e levar a autoridade monetária a agir.;https://www.jornaldenegocios.pt/mercados/taxas-de-juro/detalhe/bnp-paribas-proxima-mexida-do-bce-deve-ser-uma-subida-de-juros-em-2026;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Mercado de ETFs deve multiplicar valor no próximo ciclo de alta da Bolsa, diz sócio da XP Asset - Economia em Pauta;Os fundos negociados em bolsa (ETFs, na sigla em inglês) são o futuro da alocação de recursos no Brasil e estão preparados para capturar o próximo fluxo de bull market (termo que indica os períodos em que as cotações estão em alta por um tempo prolongado) da Bolsa brasileira, na…;https://economiaempauta.com.br/mercado-de-etfs-deve-multiplicar-valor-no-proximo-ciclo-de-alta-da-bolsa-diz-socio-da-xp-asset/;;L0;N;"{""interesse"":""N"",""classificacao"":""L0""}";;;
Xp Investimentos;Um já foi. Quais os próximos passos da Natura para vender Avon Internacional;Após desinvestimento da operação América Central e República Dominicana, próximo passo pode ser vender ativos na Rússia;https://www.infomoney.com.br/business/um-ja-foi-quais-os-proximos-passos-da-natura-para-vender-avon-internacional/;N;L3;S;"{""interesse"":""S"",""classificacao"":""L3""}";"Publicidade

Uma parte já foi: a Natura (NATU3) anunciou na manhã desta segunda-feira (15) a venda da Avon América Central e República Dominicana (ou CARD). Resta agora ao mercado, otimista com a sinalização, conhecer o destino do restante da operação internacional — o que pode incluir a divisão do braço na Rússia.

Por enquanto, o negócio representa apenas a venda de operações em 6 dos 41 países que constituíam a Avon Internacional: Guatemala, Nicarágua, Panamá, Honduras, El Salvador e República Dominicana. Sinaliza, no entanto, para um dos movimentos mais aguardados pelo mercado no processo de reestruturação da Natura, e “altamente provável para os próximos 12 meses”.

Desde a aquisição da marca pela Natura em 2020, a Avon Internacional se tornou uma dor de cabeça para a empresa de cosméticos. Os ativos hoje à venda apresentam, em geral, fluxo negativo de caixa, razão pela qual mesmo vendida simbolicamente a US$ 1 mais US$ 22 milhões devidos pela Avon Guatemala à Natura México, a operação animou analistas.

AULA GRATUITA Curso de Investimentos Aprenda estratégias para ganhar seu primeiro milhão QUERO MEU ACESSO

Andrea Aznar, analista de investimentos do Banco do Brasil BI, avalia a assinatura do acordo com otimismo, mas diz continuar aguardando uma definição em relação às outras regiões em que a Avon atua fora da América Latina.

O desenho da estratégia para se livrar dos ativos internacionais começou a ficar mais claro há cerca de um mês, quando a Natura informou o desmembramento do CARD da Avon Internacional e passou a tratar os ativos como “mantidos para venda” na divulgação de resultados do segundo trimestre. Na ocasião, ela definiu três perímetros: o próprio CARD, a Avon Rússia e a Avon Cosmetics Limited (ACL).

Avon Rússia é a próxima?

Para a XP, a Avon Rússia é provavelmente a próxima na fila do desinvestimento, o que abriria caminho para concluir a venda da ACL — todo o resto da operação Avon Internacional. Questionada pelo InfoMoney, a empresa apenas reafirmou o que disse publicação do último balanço: “é altamente provável a negociação dos ativos da Avon Internacional em até 12 meses — assim como a venda de ativos de Avon CARD, anunciada hoje”.

Continua depois da publicidade

Em entrevista coletiva em agosto, a CFO da Natura, Silvia Vilas Boas, afirmou que a empresa avalia “todas as alternativas para o processo de venda” dos ativos da Avon Internacional.

No caso da América Central e República Dominicana, a Avon vendeu seus ativos para o Grupo GPD — empresa de bens de consumo com presença na América Central e no Peru –, mas firmou um acordo para continuar fornecendo os produtos da marca. A produção fica por conta da fábrica da companhia em Celaya, no México. A empresa também será licenciadora da marca Avon na região.

Questionada sobre os termos do contrato de licenciamento, a Natura disse que “são contratos de royalties firmados dentro das práticas comuns de mercado”. A empresa não respondeu se novas vendas podem adotar o mesmo modelo.

Continua depois da publicidade

“Essa movimentação corrobora o que foi afirmado no Investor Day realizado no final de junho, quando o CEO [João Paulo Ferreira] da companhia informou que o objetivo do grupo é voltar às origens e trabalhar, especialmente, com a marca Natura no Brasil e na América Latina”, diz Aznar. “Esse foi um passo importante para o atingimento do objetivo proposto, mas para que algum valor seja, de fato, destravado será necessário finalizar as transações de venda das outras regiões.”

Um relatório do Santander IB divulgado nesta tarde avalia que, embora não aparente implicações financeiras relevantes, o anúncio melhora o sentimento em relação aos esforços da empresa para resolver a Avon Internacional. Com base nas informações disponíveis, o banco calcula uma economia de caixa de aproximadamente R$ 60 milhões para a Natura, para um Ebitda (indicador de geração de caixa) consolidado de R$ 3,3 bilhões em 2025.";;"{""alvo"":""N""}"
Xp Investimentos;Vivara (VIVA3) fortalece governança e foca em crescer, dizem analistas - Investidor10;A Vivara (VIVA3) deixou muitos investidores em alerta no ano passado, ao trocar sucessivas vezes de comando. Contudo, alinhou suas estratégias e liderança e, agora,...;https://investidor10.com.br/noticias/vivara-viva3-fortalece-governanca-e-foca-em-crescer-dizem-analistas-115450/;S;L2;S;"{""interesse"":""S"",""classificacao"":""L2""}";"A Vivara (VIVA3) deixou muitos investidores em alerta no ano passado, ao trocar sucessivas vezes de comando. Contudo, alinhou suas estratégias e liderança e, agora, parece focada nas oportunidades de crescimento do negócio.

📈 A avaliação é de analistas do Santander e da XP Investimentos, que se reuniram recentemente com o comando da Vivara e saíram otimistas do encontro. Tanto que o Santander reiterou a recomendação de compra e elevou o preço-alvo para as ações da companhia de R$ 34 para R$ 36,40, o que representa um potencial de alta de 27% em relação ao fechamento de sexta-feira (12).

Em relatório enviado a clientes, o Santander explicou que ""a empresa destacou o alinhamento entre o conselho e a diretoria executiva, sinalizando o foco na estabilidade e os esforços colaborativos para sustentar o crescimento de longo prazo da Vivara"".

""A geração de caixa e as melhorias na lucratividade continuam sendo prioridades, enquanto as preocupações com a governança provavelmente acabaram"", disse.

XP

💍 A XP também se disse construtiva em relação à melhoria da governança, aos fundamentos e aos resultados da Vivara após a reunião. Por isso, reiterou a recomendação de compra para o papel.

""De modo geral, saímos mais confiantes na história da empresa, pois percebemos uma governança muito mais estruturada, com Marina e Paulo muito próximos do negócio para fornecer orientação estratégica, enquanto a diretoria da empresa está focada na execução"", afirmou.

Paulo Kruglensky é ex-presidente da Vivara. Ele deixou o cargo depois que o fundador, Nelson Kaufman, tentou retomar o comando da empresa, em março de 2024. Kaufman, no entanto, logo deixou o cargo, por causa da reação negativa do mercado ao movimento, o que deflagrou uma série de trocas, até o cargo parar nas mãos do atual CEO, Icaro Borello, em novembro de 2024.

Nelson Kaufman também renunciou à presidência do Conselho de Administração da Vivara em julho deste ano. Com isso, foi substituído pela filha Marina Kaufman no cargo. Ela já ocupava a vice-presidência do board à época e passou o posto para Kruglensky.

🤝 Na avaliação da XP, o atual Conselho de Administração da Vivara tem contribuído para o negócio, por meio de sua expertise e participação ativa em comitês específicos. Já a diretoria permanece focada na eficiência operacional.

""Os executivos demonstraram entusiasmo com as oportunidades de crescimento da VIVA, que pretendem perseguir com disciplina na alocação de capital e foco no ROIC"", contou a XP.

Entre as medidas que podem ajudar a alavancar o negócio, os analistas citaram a gestão de estoques, a adaptação do portfólio da Vivara, a expansão da rede de lojas e dos lançamentos da marca Life. Além disso, destacaram que a empresa não prevê mudanças significativas nas despesas administrativas.";A XP Investimentos participou de uma reunião com a diretoria da Vivara e reiterou a recomendação de compra das ações.;"{""alvo"":""S"",""descricao"":""A XP Investimentos participou de uma reunião com a diretoria da Vivara e reiterou a recomendação de compra das ações.""}"
Xp Investimentos;Um já foi. Quais os próximos passos da Natura para vender Avon Internacional;Após desinvestimento da operação América Central e República Dominicana, próximo passo pode ser vender ativos na Rússia;https://www.infomoney.com.br/business/um-ja-foi-quais-os-proximos-passos-da-natura-para-vender-avon-internacional/;N;L3;S;"{""interesse"":""S"",""classificacao"":""L3""}";"Publicidade

Uma parte já foi: a Natura (NATU3) anunciou na manhã desta segunda-feira (15) a venda da Avon América Central e República Dominicana (ou CARD). Resta agora ao mercado, otimista com a sinalização, conhecer o destino do restante da operação internacional — o que pode incluir a divisão do braço na Rússia.

Por enquanto, o negócio representa apenas a venda de operações em 6 dos 41 países que constituíam a Avon Internacional: Guatemala, Nicarágua, Panamá, Honduras, El Salvador e República Dominicana. Sinaliza, no entanto, para um dos movimentos mais aguardados pelo mercado no processo de reestruturação da Natura, e “altamente provável para os próximos 12 meses”.

Desde a aquisição da marca pela Natura em 2020, a Avon Internacional se tornou uma dor de cabeça para a empresa de cosméticos. Os ativos hoje à venda apresentam, em geral, fluxo negativo de caixa, razão pela qual mesmo vendida simbolicamente a US$ 1 mais US$ 22 milhões devidos pela Avon Guatemala à Natura México, a operação animou analistas.

AULA GRATUITA Curso de Investimentos Aprenda estratégias para ganhar seu primeiro milhão QUERO MEU ACESSO

Andrea Aznar, analista de investimentos do Banco do Brasil BI, avalia a assinatura do acordo com otimismo, mas diz continuar aguardando uma definição em relação às outras regiões em que a Avon atua fora da América Latina.

O desenho da estratégia para se livrar dos ativos internacionais começou a ficar mais claro há cerca de um mês, quando a Natura informou o desmembramento do CARD da Avon Internacional e passou a tratar os ativos como “mantidos para venda” na divulgação de resultados do segundo trimestre. Na ocasião, ela definiu três perímetros: o próprio CARD, a Avon Rússia e a Avon Cosmetics Limited (ACL).

Avon Rússia é a próxima?

Para a XP, a Avon Rússia é provavelmente a próxima na fila do desinvestimento, o que abriria caminho para concluir a venda da ACL — todo o resto da operação Avon Internacional. Questionada pelo InfoMoney, a empresa apenas reafirmou o que disse publicação do último balanço: “é altamente provável a negociação dos ativos da Avon Internacional em até 12 meses — assim como a venda de ativos de Avon CARD, anunciada hoje”.

Continua depois da publicidade

Em entrevista coletiva em agosto, a CFO da Natura, Silvia Vilas Boas, afirmou que a empresa avalia “todas as alternativas para o processo de venda” dos ativos da Avon Internacional.

No caso da América Central e República Dominicana, a Avon vendeu seus ativos para o Grupo GPD — empresa de bens de consumo com presença na América Central e no Peru –, mas firmou um acordo para continuar fornecendo os produtos da marca. A produção fica por conta da fábrica da companhia em Celaya, no México. A empresa também será licenciadora da marca Avon na região.

Questionada sobre os termos do contrato de licenciamento, a Natura disse que “são contratos de royalties firmados dentro das práticas comuns de mercado”. A empresa não respondeu se novas vendas podem adotar o mesmo modelo.

Continua depois da publicidade

“Essa movimentação corrobora o que foi afirmado no Investor Day realizado no final de junho, quando o CEO [João Paulo Ferreira] da companhia informou que o objetivo do grupo é voltar às origens e trabalhar, especialmente, com a marca Natura no Brasil e na América Latina”, diz Aznar. “Esse foi um passo importante para o atingimento do objetivo proposto, mas para que algum valor seja, de fato, destravado será necessário finalizar as transações de venda das outras regiões.”

Um relatório do Santander IB divulgado nesta tarde avalia que, embora não aparente implicações financeiras relevantes, o anúncio melhora o sentimento em relação aos esforços da empresa para resolver a Avon Internacional. Com base nas informações disponíveis, o banco calcula uma economia de caixa de aproximadamente R$ 60 milhões para a Natura, para um Ebitda (indicador de geração de caixa) consolidado de R$ 3,3 bilhões em 2025.";;"{""alvo"":""N""}"
